id,source_id,source_name,author,title,description,url,img_url,publishedAt,content
48,business-insider,Business Insider,insider@insider.com (Cheryl Teh),Jon Stewart finally said what we were all thinking about Biden's age,"Stewart delivered scathing takes on Donald Trump, but also said what we needed to hear about Joe Biden: He's really old, too.",https://www.businessinsider.com/jon-stewart-daily-show-joe-biden-donald-trump-age-2024-2,https://i.insider.com/65cb22c26fcb546d2d4eeb8e?width=1200&format=jpeg,2024-02-13T09:16:08Z,"Jon Stewart has returned, and boy, does he have things to say.
On his first day back behind the desk at ""The Daily Show,"" he came out swinging on the topic of the two presidential frontrunners' ages… [+2065 chars]"
49,business-insider,Business Insider,Matthew Loh,Trump is racking up $2.6 million in interest for every month that he hasn't paid his $355 million fine,"Trump has to pay 9% per annum interest on penalties backdated as early as 2019, bringing his owed total to around $454 million and counting.",https://www.businessinsider.com/donald-trump-interest-355-million-fine-fraud-new-york-engoron-2024-2,https://i.insider.com/65d56fd9a3bd891424f8c841?width=1200&format=jpeg,2024-02-21T04:25:19Z,"Former President Donald Trump racks up $2.6M in interest every month he doesn't pay his $355 million fine.Justin Sullivan/Getty Images
<ul><li>Donald Trump faces a 9% per annum interest rate for the… [+3341 chars]"
50,business-insider,Business Insider,Kwan Wei Kevin Tan,Trump says his 'very talented' daughter-in-law Lara could help run the RNC,"""Lara is an extremely talented communicator and is dedicated to all that MAGA stands for,"" former President Donald Trump said of his daughter-in-law.",https://www.businessinsider.com/donald-trump-very-talented-daughter-in-law-lara-run-rnc-2024-2,https://i.insider.com/65cae1c36e2e190e71a3e605?width=1200&format=jpeg,2024-02-13T04:33:48Z,"""My very talented daughter-in-law, Lara Trump, has agreed to run as the RNC Co-Chair,"" former President Donald Trump said in a statement on February 12, 2024.Melissa Sue Gerrits via Getty Images
<ul… [+1795 chars]"
51,business-insider,Business Insider,"Erin Snodgrass,Laura Italiano,Jacob Shamsian",Trump trial judge staff opens an envelope with a powdery substance after $454 million verdict,"The judge who oversaw Trump's New York civil fraud case slammed the former president, his two eldest sons, and his company with a $454 million judgement.",https://www.businessinsider.com/trump-trial-judge-sent-powdery-substance-after-verdict-2024-2,https://i.insider.com/65df9a56ce7f1785b2e4b819?width=1200&format=jpeg,2024-02-28T21:19:28Z,"Donald Trump at his civil fraud trial in New York, and the trial judge, New York Supreme Court Justice Arthur Engoron.Michael M. Santiago/Getty Images, left. Jeenah Moon-Pool/Getty Images, right.
<u… [+3566 chars]"
52,business-insider,Business Insider,Erin Snodgrass,Surprise ruling from Illinois judge removes Trump from the ballot due to 'insurrectionist ban',"Illinois is the third state to try to remove Trump from the ballot, following Maine and Colorado. The Supreme Court will soon rule on Colorado's case.",https://www.businessinsider.com/illinois-judge-removes-trump-ballot-insurrectionist-ban-2024-2,https://i.insider.com/65dfd248ce7f1785b2e4cbfe?width=1200&format=jpeg,2024-02-29T00:46:13Z,"Former US President and 2024 presidential hopeful Donald Trump speaks during a campaign event in Waterloo, Iowa, on December 19, 2023.KAMIL KRZACZYNSKI
<ul><li>An Illinois judge removed Donald Trump… [+1426 chars]"
53,business-insider,Business Insider,Alia Shoaib,Trump waves at migrants he's trying to keep out at the US-Mexico border,Former President Donald Trump pumped his fist and waved at migrants at the southern border during a visit with Texas Gov. Greg Abbot on Thursday.,https://www.businessinsider.com/trump-waves-at-migrants-texas-border-visit-they-like-me-2024-3,https://i.insider.com/65e300b46080194819fbf110?width=1200&format=jpeg,2024-03-02T11:28:00Z,"Republican presidential candidate former President Donald Trump speaks at Shelby Park during a visit to the U.S.-Mexico border, Thursday, Feb. 29, 2024, in Eagle Pass, Texas.Eric Gay/AP Photo
<ul><l… [+2951 chars]"
54,business-insider,Business Insider,"Erica Star Domena,Havovi Cooper","How Super Tuesday could shape Trump, Biden, and Haley's future",March 5 marks Super Tuesday. The day can make or break the GOP primary for Donald Trump or Nikki Haley and reaffirm Joe Biden's footing in the race.,https://www.businessinsider.com/how-super-tuesday-could-shape-trump-biden-and-haleys-future-2024-3,https://i.insider.com/65e77ee96080194819fcc0a0?width=1200&format=jpeg,2024-03-05T20:57:04Z,March 5 marks Super Tuesday. The day can make or break the GOP primary for Donald Trump or Nikki Haley and reaffirm Joe Biden's footing in the race.Read the original article on Business Insider
55,business-insider,Business Insider,"Jacob Shamsian,Laura Italiano,Natalie Musumeci",Trump fraud trial judge says there's 'no mistake' the former president's Mar-a-Lago price-tag was 'fraudulent',Trump's fraud-trial judge took a shot at Trump's wildly-inflated claims of Mar-a-Lago's worth in a ruling.,https://www.businessinsider.com/donald-trumps-mar-a-lago-valuation-civil-fraud-verdict-2024-2,https://i.insider.com/65cbe2a96fcb546d2d4f7537?width=1200&format=jpeg,2024-02-16T22:23:17Z,"A Manhattan judge has issued former Pres. Donald Trump with a more than $350 million penalty in the verdict in his fraud trial. Michael M. Santiago/Getty Images
<ul><li>In his single largest net-wor… [+4573 chars]"
56,business-insider,Business Insider,"Bethany Johnson,Havovi Cooper,Jose Duran",Nikki Haley can still beat Trump — here's how,"Nikki Haley could beat Donald Trump as she rallies women voters ahead of the South Carolina GOP primary, which could help turn the tide.",https://www.businessinsider.com/nikki-haley-donald-trump-gop-primary-elections-vote-south-carolina,https://i.insider.com/65c39eae43bb77284ba462d6?width=1200&format=jpeg,2024-02-08T16:04:10Z,"Nikki Haley has a fighting chance against Donald Trump as she rallies women voters ahead of the South Carolina GOP primary, which could help turn the tide.
This story is available exclusively to Bus… [+107 chars]"
57,business-insider,Business Insider,John L. Dorman,5 reasons why Trump won the South Carolina GOP primary,"Former President Trump cleaned up with GOP voters across South Carolina, but especially among suburbanites, rural voters, and voters aged 17-29.",https://www.businessinsider.com/why-trump-won-south-carolina-republican-primary-haley-2024-2,https://i.insider.com/65db76946080194819fa036c?width=1200&format=jpeg,2024-02-25T23:34:02Z,"Former President Donald Trump celebrates at his election night event in Columbia, SC.AP Photo/Andrew Harnik
<ul><li>Former President Trump's primary victory in South Carolina was widely expected.</l… [+4438 chars]"
58,business-insider,Business Insider,John L. Dorman,Trump says conservatives should 'celebrate' the defeat of the bipartisan border security bill: 'We crushed it',"""We crushed … Joe Biden's disastrous open borders bill,"" Trump said of the failed Senate legislation at a campaign rally in South Carolina.",https://www.businessinsider.com/trump-conservatives-border-security-immigration-bill-biden-2024-2,https://i.insider.com/65c923ba610ab33aa5dee399?width=1200&format=jpeg,2024-02-11T20:00:29Z,"Former President Donald Trump speaks at a rally in Conway, South Carolina.AP Photo/Manuel Balce Ceneta
<ul><li>Trump on Saturday cheered the collapse of the Senate's border security bill.</li><li>Tr… [+2563 chars]"
59,business-insider,Business Insider,Alia Shoaib,Nikki Haley slams Trump for questioning her husband's military service and his whereabouts,The war of words comes as Donald Trump seeks to beat Nikki Haley in her home state in the upcoming South Carolina GOP primary.,https://www.businessinsider.com/nikki-haley-hits-back-hard-trumps-comments-husbands-military-service-2024-2,https://i.insider.com/65b00973617029e90a5fa9e6?width=1200&format=jpeg,2024-02-11T12:41:12Z,"Former President Donald Trump, left, and former South Carolina Gov. Nikki Haley.AP Photo/Matt Rourke; AP Photo/Charles Krupa
<ul><li>Haley criticized Trump for questioning her husband's whereabouts … [+3205 chars]"
60,business-insider,Business Insider,Jacob Shamsian,Trump wants a 78% discount on his bond while he appeals the massive $454 million judgment against him,Donald Trump offered to post a $100 million bond as he appeals his fraud trial loss — a fraction of what he owes.,https://www.businessinsider.com/trump-pleads-poverty-new-york-civil-fraud-trial-bond-2024-2,https://i.insider.com/65df85556080194819faee04?width=1200&format=jpeg,2024-02-28T19:30:45Z,"Donald Trump addresses the press just outside the courtroom doors to his Manhattan business fraud trial.Seth Wenig/AP
<ul><li>Donald Trump offered to post a $100 million bond as he appeals his fraud… [+3163 chars]"
61,business-insider,Business Insider,Joshua Zitser,"Trump-branded properties are selling for far less than buildings that removed his name, report says","Manhattan condos branded with Trump's name sell for far less than similar units in buildings that have removed the logo, analysis of sales data found.",https://www.businessinsider.com/trump-branded-properties-sell-less-than-condos-without-name-data-2024-2,https://i.insider.com/65d32e48a610a9069d5a59ad?width=1200&format=jpeg,2024-02-19T11:10:03Z,"Former President Donald Trump, left, and Trump Tower, right, in a composite image.Getty Images
<ul><li>Manhattan condos with Trump's name sell for less than units without his logo, the NYT reported.… [+2885 chars]"
62,business-insider,Business Insider,Kwan Wei Kevin Tan,A former US Army general says Trump wants the US to abandon NATO because he's a 'mafia type' that 'hates alliances',"""Trump hates alliances. He hates an obligation where he'd have to live up to something,"" said Ben Hodges, a former US Army commander.",https://www.businessinsider.com/trump-abandon-nato-mafia-type-hate-alliances-ex-us-general-2024-2,https://i.insider.com/65cb26b66fcb546d2d4eebb1?width=1200&format=jpeg,2024-02-13T09:19:51Z,"""Trump hates alliances. He hates an obligation where he'd have to live up to something,"" Ben Hodges (right), a former commander of US Army Europe, said of Donald Trump's (left) views on NATO.Julia Ni… [+2493 chars]"
63,business-insider,Business Insider,Rebecca Rommen,Nikki Haley evades committing to endorse Donald Trump if he wins the Republican presidential nomination,"GOP nominee hopeful Nikki Haley would not reaffirm her commitment to endorse the Republican nominee in a ""Meet the Press"" interview on NBC News.",https://www.businessinsider.com/nikki-haley-sidestepped-question-whether-would-endorse-trump-as-nominee,https://i.insider.com/65e4921ace7f1785b2e5bebc?width=1200&format=jpeg,2024-03-03T18:07:33Z,"US President Donald Trump speaks as Nikki Haley, the US Ambassador to the United Nations, looks on in the Oval Office of the White House on October 9, 2018, in Washington, DC.OLIVIER DOULIERY
<ul><l… [+3009 chars]"
64,business-insider,Business Insider,Laura Italiano,Trump CFO Allen Weisselberg told a blatant lie about a blatant lie. Here's how NYC prosecutors got him for perjury.,"It turns out Allen Weisselberg not only lied about the size of Trump's penthouse, but then lied about lying.",https://www.businessinsider.com/heres-how-ny-caught-trumps-cfo-in-perjury-2024-3,https://i.insider.com/65e630426080194819fc564b?width=1200&format=jpeg,2024-03-04T21:18:57Z,"Allen Weisselberg, former CFO at the Trump Organization, leaves court in Manhattan after pleading guilty to perjury.Reuters/Brendan McDermid
<ul><li>On Monday in Manhattan, Allen Weisselberg pleaded… [+5578 chars]"
65,business-insider,Business Insider,Jacob Shamsian,'Stop interrupting me': Judge loses patience with Trump lawyer who tries to move back 'hush-money' trial because ex-president is too busy,Donald Trump's lawyers repeatedly tried to move back the trial in his Manhattan criminal hush-money trial.,https://www.businessinsider.com/trump-judge-loses-patience-ex-president-lawyer-manhattan-da-2024-2,https://i.insider.com/65ce58026fcb546d2d503499?width=1200&format=jpeg,2024-02-15T18:58:18Z,"Former Pres. Donald Trump attends a hearing in his felony hush money case in Manhattan on Feb. 15, 2024.Spencer Platt/Getty Images
<ul><li>The judge overseeing Donald Trump's hush-money case lost pa… [+4808 chars]"
66,business-insider,Business Insider,Jacob Shamsian,Trump lawyers don't want prospective jurors in 'hush-money' case to be asked if 2020 election was stolen,Manhattan DA prosecutors and Donald Trump's lawyers sparred over potential jury questions in his hush-money case.,https://www.businessinsider.com/trump-lawyers-manhattan-trial-jurors-election-stolen-2024-2,https://i.insider.com/65ce49d0a610a9069d594e4d?width=1200&format=jpeg,2024-02-15T17:39:28Z,"Former President Donald Trump addresses the media outside of a hearing on his felony hush money trial at Manhattan Criminal Court on Feb. 15, 2024.ANGELA WEISS/Getty Images
<ul><li>Prosecutors and D… [+6287 chars]"
67,business-insider,Business Insider,"Jacob Shamsian,Narimes Parakul,Andy Kiersz,Haven Orecchio-Egresitz,Laura Italiano",Donald Trump spent over $52 million in PAC donor money on legal fees last year. Here's where it all went.,Donald Trump spent over $50 million in PAC donor money on legal fees in 2023. The vast majority went to firms working on his personal legal problems.,https://www.businessinsider.com/donald-trump-legal-fees-pac-donor-money-personal-cases-2024-2,https://i.insider.com/65c54d3a6fcb546d2d4db830?width=1200&format=jpeg,2024-02-13T10:06:01Z,"MANDEL NGAN/Getty, Fayethequeen/Getty, Tyler Le/BI
<ul><li>Donald Trump spent $52,431,858 on legal fees in 2023 using PAC funds, a Business Insider analysis found.</li><li>The vast majority — nearly… [+18104 chars]"
68,business-insider,Business Insider,"Laura Italiano,Jacob Shamsian","Trump loses big in NY hush-money hearing, as judge rejects all efforts to dodge or delay March 25 trial",Former Pres. Donald Trump will head to trial next month on felony charges stemming from an alleged illegal payment to adult film actress Stormy Danels.,https://www.businessinsider.com/donald-trumps-hush-money-case-no-delay-no-dismissal-2024-2,https://i.insider.com/65ce3a4cf533b039a883fbc1?width=1200&format=jpeg,2024-02-15T16:50:22Z,"Former Pres. Donald Trump, flanked by court officers, outside of a courtroom at Manhattan Criminal Court Feb. 15, 2024, for his hearing on his felony hush-money case.Spencer Platt/Getty Images
<ul><… [+4494 chars]"
69,business-insider,Business Insider,Grace Kay,Jack Dorsey gave his parents a security detail after Twitter banned Trump,"Twitter cofounder Jack Dorsey was concerned about his parents' safety after his company banned former President Donald Trump, according to a new book.",https://www.businessinsider.com/jack-dorsey-parents-security-after-twitter-banned-donald-trump,https://i.insider.com/65cb955e6fcb546d2d4f0f75?width=1200&format=jpeg,2024-02-20T14:29:52Z,"Rolf Vennenbernd/picture alliance via Getty Images; Chip Somodevilla/Getty Images
<ul><li>Jack Dorsey feared for his parents' safety after Twitter banned Donald Trump, a new book says.</li><li>His p… [+3300 chars]"
70,business-insider,Business Insider,Jacob Shamsian,Hackers threaten to release Trump documents from Georgia case if they don't get a ransom by Thursday,The group that hacked the Atlanta-area government websites claims it has Trump documents that could affect the 2024 presidential election.,https://www.businessinsider.com/trump-georgia-documents-ransom-threat-fulton-county-hack-lockbit-2024-2,https://i.insider.com/65df5c8d6080194819facdc7?width=1200&format=jpeg,2024-02-28T18:09:44Z,"Republican presidential candidate, former U.S. President Donald Trump, attends a pretrial hearing at Manhattan Criminal Court.Jefferson Siegel-Pool/Getty Images
<ul><li>Hackers set a ransom deadline… [+8934 chars]"
71,business-insider,Business Insider,Rebecca Rommen,"Authorities have launched a 'criminal investigation' into Foremost Group CEO Angela Chao's death, report says","Her sister, Elaine Chao, was a former Secretary of Transportation in the Trump administration and the wife of Senate Minority Leader Mitch McConnell.",https://www.businessinsider.com/criminal-investigation-opened-for-foremost-group-ceo-angela-chaos-pond-death-2024-3,https://i.insider.com/65e30b1bce7f1785b2e5b344?width=1200&format=jpeg,2024-03-02T13:31:59Z,"Jim Breyer and Angela Chao.Frazer Harrison
<ul><li>Authorities have launched a ""criminal investigation"" into the death of the Foremost Group CEO.</li><li>Angela Chao was found dead in a car that had… [+1846 chars]"
72,business-insider,Business Insider,Laura Italiano,"Trump's fraud-trial judge, left out of loop, demands to know if a key witness really may cop to perjury like the NYT says",Judge Arthur Engoron does not sound happy that he had to learn about ex-Trump Org CFO Allen Weisselberg's perjury negotiations in the New York Times.,https://www.businessinsider.com/blindsided-trump-fraud-trial-judge-demands-intel-on-perjury-plea-2024-2,https://i.insider.com/65c2740143bb77284ba419f0?width=1200&format=jpeg,2024-02-06T18:12:00Z,"New York Supreme Court Justice Arthur Engoron presided over closing arguments in the Trump civil fraud trial.Shannon Stapleton/Reuters
<ul><li>The New York Times reported that ex-Trump Org CFO Allan… [+3777 chars]"
73,business-insider,Business Insider,Kwan Wei Kevin Tan,Mark Cuban says he will vote for Joe Biden even if the president 'was being given last rites',"""If they were having his last wake, and it was him versus Trump, and he was being given last rites, I would still vote for Joe Biden,"" Cuban said.",https://www.businessinsider.com/mark-cuban-will-vote-for-joe-biden-despite-his-age-2024-3,https://i.insider.com/65e6864690413ab8e1d91e85?width=1200&format=jpeg,2024-03-05T04:13:37Z,"Joe Biden (left), Mark Cuban (center), and Donald Trump (right).Saul Loeb/AFP via Getty Images; Mandel Ngan/AFP via Getty Images; Alon Skuy via Getty Images
<ul><li>Mark Cuban says he'll vote for Jo… [+2734 chars]"
74,business-insider,Business Insider,Laura Italiano,Trump attacked her as a 'co-judge;' now NY law clerk Allison Greenfield is on her way to becoming an actual judge,"Undaunted by attacks by Trump and MAGA faithful, NY fraud-trial's Allison Greenfield is now running for a Manhattan judgeship with Democrat backing.",https://www.businessinsider.com/trump-targeted-law-clerk-advances-toward-her-own-ny-judgeship-2024-2,https://i.insider.com/65c176af6fcb546d2d4c6da2?width=1200&format=jpeg,2024-02-06T15:09:54Z,"Principal law clerk Allison Greenfield and New York Supreme Court Justice Arthur F. Engoron at Donald Trump's civil fraud trial in Manhattan.Mike Segar/Pool Photo via AP
<ul><li>Allison Greenfield, … [+6497 chars]"
75,business-insider,Business Insider,Talia Lakritz,Photos show what the childhood homes of 33 US presidents looked like,"Some US presidents, like Jimmy Carter, were raised on farms with no electricity or running water. Others, such as Donald Trump, grew up in mansions.",https://www.businessinsider.com/us-presidents-childhood-homes-photos-2020-5,https://i.insider.com/65cfbc43a610a9069d5a1523?width=1200&format=jpeg,2024-02-18T21:49:55Z,"Joe Biden visits his childhood home in Scranton, Pennsylvania, in 2020.ANGELA WEISS/AFP via Getty Images
<ul>
<li>Some US presidents, like Jimmy Carter, grew up on farms with no electricity or runni… [+10849 chars]"
76,business-insider,Business Insider,John L. Dorman,Nikki Haley says Trump wants to 'control' the RNC and use it as a 'piggy bank' for his legal battles,"Haley made her remarks on CNN after Trump was found liable for inflating his net worth and ordered to pay nearly $355 million, plus interest.",https://www.businessinsider.com/nikki-haley-trump-rnc-legal-fees-piggy-bank-trials-election-2024-2,https://i.insider.com/65b00973617029e90a5fa9e6?width=1200&format=jpeg,2024-02-17T20:30:54Z,"Former President Donald Trump, left, and former South Carolina Gov. Nikki Haley.AP Photo/Matt Rourke; AP Photo/Charles Krupa
<ul><li>Nikki Haley is concerned about Trump's effort to reshape the RNC'… [+2690 chars]"
77,business-insider,Business Insider,Madison Hall,Taylor Swift tells fans to vote on Super Tuesday without endorsing anyone,"Swift's call to action comes after months of indignation from GOP pundits and Trump himself. In 2020, she endorsed Biden in the general election.",https://www.businessinsider.com/taylor-swift-tells-fans-vote-on-super-tuesday-no-endorsement-2024-3,https://i.insider.com/65e73419ce7f1785b2e64800?width=1200&format=jpeg,2024-03-05T15:18:52Z,"Taylor Swift performs during ""Taylor Swift | The Eras Tour"" at the National Stadium on March 2, 2024 in Singapore.Ashok Kumar/TAS24/Getty Images for TAS Rights Management
<ul><li>Taylor Swift told h… [+2479 chars]"
78,business-insider,Business Insider,Kwan Wei Kevin Tan,"Nikki Haley just won her first primary victory in DC, but Trump is still crushing the GOP race","Haley's first primary victory comes ahead of Super Tuesday on March 5. With only 43 delegates, Haley is trailing behind Trump, who has 244 delegates.",https://www.businessinsider.com/nikki-haley-win-first-gop-primary-dc-trump-still-frontrunner-2024-3,https://i.insider.com/65e530ad90413ab8e1d8ad5d?width=1200&format=jpeg,2024-03-04T03:07:32Z,"Nikki Haley (left) and Donald Trump (right).Scott Eisen via Getty Images; Win McNamee via Getty Images
<ul><li>Nikki Haley has become the first woman in history to win a GOP primary. </li><li>Haley … [+1981 chars]"
79,business-insider,Business Insider,John L. Dorman,"Nikki Haley picks up Collins, Murkowski endorsements while most Senate Republicans line up behind Trump",Sens. Lisa Murkowski and Susan Collins are backing Nikki Haley's campaign. But Trump remains in the driver's seat among Republican lawmakers.,https://www.businessinsider.com/nikki-haley-senate-gop-endorsements-murkowski-collins-trump-primary-2024-3,https://i.insider.com/65e388766080194819fbf620?width=1200&format=jpeg,2024-03-02T21:37:22Z,"Sens. Susan Collins and Lisa Murkowski have endorsed Nikki Haley's presidential campaign.AP Photo/J. Scott Applewhite; AP Photo/Chris Carlson; AP Photo/Becky Bohrer
<ul><li>Nikki Haley has secured h… [+2472 chars]"
80,business-insider,Business Insider,Bryan Metzger,Biden is obviously an old man with a fading memory. But don't expect the special counsel report to significantly affect 2024.,"Voters already know Biden's old, and he has public memory lapses all the time. Ultimately, 2024 will be about Biden vs. Trump.",https://www.businessinsider.com/joe-biden-memory-issues-special-counsel-report-2024-2,https://i.insider.com/65c54d5143bb77284ba52700?width=1200&format=jpeg,2024-02-08T22:24:57Z,"Biden speaks at the House Democratic Caucus Issues Conference in Leesburg, Virginia, on February 8, 2024.Jim Watson/AFP via Getty Images
<ul><li>Special Counsel Robert Hur's report says some unflatt… [+3194 chars]"
81,business-insider,Business Insider,Madison Hall,Trump says Republicans would've won New York's special election if their candidate had supported him more,Mazi Pilip's loss Tuesday night shrunk the Republican Party's already-narrow majority in the House. Trump said it could've been avoided.,https://www.businessinsider.com/trump-blames-ny-gop-candidates-loss-on-not-supporting-him-2024-2,https://i.insider.com/65cd051e94aa8ee8e84b5ce0?width=1200&format=jpeg,2024-02-14T19:56:48Z,"Republican presidential candidate and former President Donald Trump gestures to members of the audience as he leaves a Get Out The Vote rally at Coastal Carolina University on February 10, 2024, in C… [+2637 chars]"
82,business-insider,Business Insider,"Erin Snodgrass,Haven Orecchio-Egresitz,Jacob Shamsian,Natalie Musumeci",Fani Willis takes the stand hellbent on setting the record straight — but legal experts are split on whether her testimony did more harm than good,"Fani Willis testified Thursday about her relationship with Nathan Wade, the lawyer she hired to lead the GA election interference case against Trump.",https://www.businessinsider.com/fani-willis-stand-legal-experts-split-effectiveness-georgia-trump-2024-2,https://i.insider.com/65cec1646fcb546d2d507cc8?width=1200&format=jpeg,2024-02-16T03:21:52Z,"Fulton County DA Fani Willis testifies at a hearing Feb. 15 in Atlanta on her relationship with Special Prosecutor Nathan Wade.Pool
<ul><li>Fulton County DA Fani Willis took the stand with a fiery a… [+7908 chars]"
83,business-insider,Business Insider,John L. Dorman,Biden mocks Trump's push to debate him 'immediately' as the primary process remains underway: 'He's got nothing else to do',"Trump is eager to debate President Biden, but the former president has so far refused to participate in any of the 2024 Republican primary debates.",https://www.businessinsider.com/biden-trump-presidential-debates-election-clash-2024-2,https://i.insider.com/65c2665343bb77284ba41094?width=1200&format=jpeg,2024-02-06T17:16:53Z,"President Joe Biden, left, and former President Donald Trump.AP Photo/Jacquelyn Martin, File; AP Photo/Artie Walker Jr.
<ul><li>President Biden mocked Trump over the ex-president's desire to begin d… [+2756 chars]"
84,business-insider,Business Insider,Mattathias Schwartz,Exclusive: Russia-linked smear campaign against Hunter Biden began earlier than previously thought,A former KGB agent handed off a thumb drive with disinfo about Hunter Biden to a Trump official at a Claremont Institute gala.,https://www.businessinsider.com/a-russia-linked-campaign-to-spread-dirt-about-hunter-biden-and-burisma-2024-2,https://i.insider.com/64be84feed4f46001961d5c9?width=1200&format=jpeg,2024-02-23T00:57:58Z,"WASHINGTON, DC April 18, 2022: Hunter Biden during the White House Easter Egg Roll on the South Lawn on April 18, 2022..Demetrius Freeman/The Washington Post via Getty Images
<ul><li>A former KGB ag… [+7597 chars]"
85,business-insider,Business Insider,Laura Italiano,Trump's former CFO will plead guilty to NY fraud trial perjury: NYT,"Allen Weisselberg, Trump Org's top fiscal officer for 30 years, will plead guilty to perjuring himself at the former president's fraud trial last year.",https://www.businessinsider.com/trumps-former-cfo-will-plead-guilty-to-ny-fraud-trial-perjury-2024-3,https://i.insider.com/65e5d4ddce7f1785b2e5cc80?width=1200&format=jpeg,2024-03-04T14:15:25Z,"Donald Trump and Allen Weisselberg, the former president's former chief financial officer.Evan Vucci/AP
<ul><li>Allen Weisselberg, Trump Org's top fiscal officer for 30 years, will plead to perjury,… [+2413 chars]"
86,business-insider,Business Insider,Bryan Metzger,Trump won't get to hand-pick McConnell's successor — just look at what happened to Jim Jordan,"GOP senators will almost certainly vote behind closed doors, and a Trump endorsement is just one of many factors that they'll have to weigh.",https://www.businessinsider.com/trump-wont-pick-mcconnells-successor-recall-jim-jordans-speaker-bid-2024-2,https://i.insider.com/65e09ef490413ab8e1d7ce3d?width=1200&format=jpeg,2024-02-29T16:39:00Z,"Former President Donald Trump and Senate Minority Leader Mitch McConnell.Win McNamee/Getty Images; Bill Clark/CQ-Roll Call via Getty Images
<ul><li>Mitch McConnell is stepping down, and Republican s… [+5130 chars]"
87,business-insider,Business Insider,Laura Italiano,"Trump fights proposed hush-money trial gag, argues 'tens of millions of Americans' want to hear his views about the case","The First Amendment protects not only speech, but those who listen to speech, his lawyers argued Monday.",https://www.businessinsider.com/trump-says-hush-money-gag-will-hurt-millions-of-americans-2024-3,https://i.insider.com/65e67ad790413ab8e1d91b34?width=1200&format=jpeg,2024-03-05T03:04:59Z,"Former President Donald Trump, left. adult film star Stormy Daniels, center. Manhattan District Attorney Alvin Bragg, right.Alex Brandon/AP, left. Markus Schreiber/AP, center. Eduardo Munoz Alvarez/A… [+3772 chars]"
88,business-insider,Business Insider,Mia Jankowicz,It may look like Trump scared NATO back into readiness — but it's probably all down to Putin,"Trump's eye-opening remarks encouraging Russia to attack NATO states that don't meet defense spending targets has no silver lining, experts said.",https://www.businessinsider.com/trump-didnt-scare-nato-defense-spending-putin-did-experts-2024-2,https://i.insider.com/65d870fa90413ab8e1d64b13?width=1200&format=jpeg,2024-02-23T10:27:05Z,"Former President Donald Trump speaks at a rally in Conway, S.C., on February 10, 2024.AP Photo/Manuel Balce Ceneta
<ul><li>Trump shocked NATO by seemingly encouraging an attack on members that don't… [+6100 chars]"
89,business-insider,Business Insider,"Kwan Wei Kevin Tan,Lloyd Lee","The RNC is a mess now Ronna McDaniel is likely on her way out, and Trump holds all the cards","According to reports, Ronna McDaniel offered to step down as RNC chair after the South Carolina primary.",https://www.businessinsider.com/donald-trump-could-endorse-election-denier-to-replace-ronna-mcdaniel-2024-2,https://i.insider.com/65c317b06fcb546d2d4cdeeb?width=1200&format=jpeg,2024-02-08T01:07:43Z,"Republican National Committee chairwoman Ronna McDaniel (left) and former President Donald Trump (right).William B. Plowman/NBC via Getty Images; Chip Somodevilla via Getty Images
<ul><li>Ronna McDa… [+4067 chars]"
90,business-insider,Business Insider,John L. Dorman,Nikki Haley should be a natural fit for the South Carolina Lowcountry. So why is Trump poised to win the region in the GOP primary?,"Donald Trump's consolidation of the GOP has left Nikki Haley with fewer persuadable voters, even in a region where in years past she would've thrived.",https://www.businessinsider.com/haley-trump-south-carolina-lowcountry-conservatives-gop-moderates-2024-2,https://i.insider.com/65da199e6080194819f9f9b6?width=1200&format=jpeg,2024-02-24T16:57:12Z,"GOP presidential candidate Nikki Haley campaigns in Kiawah Island, South Carolina.Win McNamee/Getty Images
<ul><li>In the more moderate Lowcountry, Republicans like Nikki Haley long appealed broadly… [+3949 chars]"
91,bbc-news,BBC News,https://www.facebook.com/bbcnews,"Who is Tucker Carlson, the man interviewing Vladimir Putin?",Tucker Carlson is the first Western journalist to interview Putin since the invasion of Ukraine.,https://www.bbc.co.uk/news/world-us-canada-68245076,https://ichef.bbci.co.uk/news/1024/branded_news/13D1B/production/_132597118_gettyimages-1546575693.jpg,2024-02-08T21:04:25Z,American journalist Tucker Carlson is the first Western journalist to interview Russian President Vladimir Putin since his country's invasion of Ukraine in February 2022. The televised sit-down will … [+5618 chars]
92,business-insider,Business Insider,Laura Italiano,"In Trump's NY hush-money case, key decisions at his court appearance on Thursday will shape his first felony trial","Here's what's on tap for the GOP front-runner's mandatory court date in Manhattan, including key defense motions to be decided by the judge.",https://www.businessinsider.com/trumps-hush-money-appearance-will-shape-his-first-felony-trial-2024-2,https://i.insider.com/65c79abc610ab33aa5decc2d?width=1200&format=jpeg,2024-02-11T11:21:01Z,"Donald Trump, moments after being booked last year on his 34-count hush-money case in New York.Michael M. Santiago/Getty Images
<ul><li>Donald Trump returns to court Thursday in his New York hush-mo… [+10568 chars]"
